WBAN,Date,Time,StationType,SkyCondition,SkyConditionFlag,Visibility,VisibilityFlag,WeatherType,WeatherTypeFlag,DryBulbFarenheit,DryBulbFarenheitFlag,DryBulbCelsius,DryBulbCelsiusFlag,WetBulbFarenheit,WetBulbFarenheitFlag,WetBulbCelsius,WetBulbCelsiusFlag,DewPointFarenheit,DewPointFarenheitFlag,DewPointCelsius,DewPointCelsiusFlag,RelativeHumidity,RelativeHumidityFlag,WindSpeed,WindSpeedFlag,WindDirection,WindDirectionFlag,ValueForWindCharacter,ValueForWindCharacterFlag,StationPressure,StationPressureFlag,PressureTendency,PressureTendencyFlag,PressureChange,PressureChangeFlag,SeaLevelPressure,SeaLevelPressureFlag,RecordType,RecordTypeFlag,HourlyPrecip,HourlyPrecipFlag,Altimeter,AltimeterFlag
94728,20141001,0551,11,OVC013, ,10.00, , , ,63, ,17.2, ,58, ,14.6, ,55, ,12.8, , 75, , 5, ,060, , , ,29.87, , , , , ,30.01, ,AA, , , ,30.04, 
94728,20141001,0649,11,OVC009, , 6.00, ,HZ, ,63, ,17.0, ,60, ,15.2, ,57, ,14.0, , 81, , 8, ,050, , , ,29.88, , , , , ,M, ,SP, , , ,30.05, 
94728,20141001,0651,11,OVC009, , 5.00, ,HZ, ,62, ,16.7, ,59, ,15.0, ,57, ,13.9, , 84, , 7, ,060, , , ,29.88, , , , , ,30.02, ,AA, , , ,30.05, 
94728,20141001,0723,11,BKN010 OVC013, , 6.00, ,BR, ,61, ,16.1, ,59, ,14.8, ,57, ,13.9, , 87, , 5, ,VR , , , ,29.88, , , , , ,M, ,SP, , , ,30.05, 
94728,20141001,0751,11,OVC010, , 9.00, , , ,61, ,16.1, ,59, ,14.8, ,57, ,13.9, , 87, , 6, ,050, , , ,29.88, , , , , ,30.02, ,AA, , , ,30.05, 
94728,20141001,0821,11,OVC009, , 4.00, ,HZ, ,62, ,16.7, ,59, ,15.0, ,57, ,13.9, , 84, , 6, ,050, , , ,29.89, , , , , ,M, ,SP, , , ,30.06, 
94728,20141001,0842,11,OVC010, , 2.50, ,HZ, ,62, ,16.7, ,59, ,15.0, ,57, ,13.9, , 84, , 6, ,020, , , ,29.90, , , , , ,M, ,SP, , , ,30.07, 
94728,20141001,0849,11,OVC010, , 4.00, ,BR, ,61, ,16.0, ,59, ,14.8, ,57, ,14.0, , 87, , 7, ,070, , , ,29.90, , , , , ,M, ,SP, , , ,30.07, 
94728,20141001,0851,11,BKN010 OVC014, , 5.00, ,BR, ,61, ,16.1, ,59, ,14.8, ,57, ,13.9, , 87, , 5, ,VR , , , ,29.90, , , , , ,30.04, ,AA, , , ,30.07, 
94728,20141001,0951,11,OVC014, ,10.00, , , ,63, ,17.2, ,60, ,15.3, ,57, ,13.9, , 81, , 5, ,VR , , , ,29.91, , , , , ,30.05, ,AA, , , ,30.08, 
94728,20141001,1051,11,OVC013, , 8.00, , , ,63, ,17.2, ,60, ,15.3, ,57, ,13.9, , 81, , 6, ,VR , , , ,29.91, , , , , ,30.05, ,AA, ,  T, ,30.08, 
94728,20141001,1151,11,BKN011 OVC016, , 7.00, , , ,63, ,17.2, ,60, ,15.6, ,58, ,14.4, , 84, , 6, ,VR , , , ,29.90, , , , , ,30.04, ,AA, ,0.01, ,30.07, 
94728,20141001,1201,11,BKN009 OVC016, , 5.00, ,HZ, ,63, ,17.2, ,60, ,15.6, ,58, ,14.4, , 84, , 8, ,010, , , ,29.90, , , , , ,M, ,SP, , , ,30.07, 
94728,20141001,1227,11,SCT009 OVC014, , 5.00, ,HZ, ,63, ,17.2, ,60, ,15.6, ,58, ,14.4, , 84, , 7, ,VR , , , ,29.89, , , , , ,M, ,SP, , , ,30.06, 
94728,20141001,1251,11,BKN014 OVC019, ,10.00, , , ,63, ,17.2, ,60, ,15.6, ,58, ,14.4, , 84, , 7, ,VR , , , ,29.89, , , , , ,30.03, ,AA, , , ,30.06, 
94728,20141001,1351,11,BKN011 OVC017, ,10.00, , , ,64, ,17.8, ,60, ,15.8, ,58, ,14.4, , 81, , 7, ,VR , , , ,29.89, , , , , ,30.03, ,AA, , , ,30.06, 
94728,20141001,1451,11,BKN012 OVC017, , 3.00, ,BR, ,63, ,17.2, ,61, ,15.9, ,59, ,15.0, , 87, , 7, ,020, , , ,29.89, , , , , ,30.03, ,AA, , , ,30.06, 
94728,20141001,1537,11,SCT008 BKN015 OVC023, , 3.00, ,BR, ,63, ,17.2, ,61, ,15.9, ,59, ,15.0, , 87, , 5, ,030, , , ,29.89, , , , , ,M, ,SP, , , ,30.06, 
94728,20141001,1546,11,SCT008 OVC015, , 1.75, ,-RA BR, ,63, ,17.0, ,61, ,15.9, ,59, ,15.0, , 87, , 5, ,VR , , , ,29.89, , , , , ,M, ,SP, , , ,30.06, 
94728,20141001,1547,11,SCT008 OVC015, , 1.75, ,-RA BR, ,63, ,17.2, ,61, ,15.9, ,59, ,15.0, , 87, , 7, ,VR , , , ,29.89, , , , , ,30.03, ,AA, ,0.01,s,30.06, 
94728,20141001,1554,11,BKN012 OVC017, , 2.00, ,-RA BR, ,63, ,17.2, ,61, ,15.9, ,59, ,15.0, , 87, , 3, ,VR , , , ,29.89, , , , , ,M, ,SP, , , ,30.06, 
94728,20141001,1558,11,SCT012 BKN017 OVC022, , 3.00, ,-RA BR, ,63, ,17.2, ,61, ,16.2, ,60, ,15.6, , 90, , 3, ,030, , , ,29.89, , , , , ,M, ,SP, , , ,30.06, 
94728,20141001,1651,11,BKN017 BKN023 OVC028, ,10.00, , , ,63, ,17.2, ,60, ,15.6, ,58, ,14.4, , 84, , 6, ,VR , , , ,29.89, , , , , ,30.03, ,AA, , , ,30.06, 
94728,20141001,1751,11,FEW019 OVC027, ,10.00, , , ,64, ,17.8, ,60, ,15.5, ,57, ,13.9, , 78, , 6, ,VR , , , ,29.90, , , , , ,30.04, ,AA, , , ,30.07, 
94728,20141001,1851,11,OVC028, ,10.00, , , ,64, ,17.8, ,59, ,15.2, ,56, ,13.3, , 75, , 9, ,060, , , ,29.92, , , , , ,30.06, ,AA, , , ,30.09, 
94728,20141001,1940,11,OVC030, ,10.00, , , ,64, ,17.8, ,59, ,14.9, ,55, ,12.8, , 73, , 6, ,VR , , , ,29.92, , , , , ,M, ,SP, , , ,30.09, 
94728,20141001,1951,11,BKN025 OVC030, ,10.00, , , ,64, ,17.8, ,59, ,14.9, ,55, ,12.8, , 73, , 9, ,060, , , ,29.92, , , , , ,30.06, ,AA, , , ,30.09, 
94728,20141001,2051,11,FEW019 OVC025, ,10.00, , , ,63, ,17.2, ,58, ,14.7, ,55, ,12.8, , 75, , 6, ,070, , , ,29.93, , , , , ,30.07, ,AA, , , ,30.10, 
94728,20141001,2151,11,OVC018, ,10.00, , , ,63, ,17.2, ,58, ,14.7, ,55, ,12.8, , 75, ,10, ,060, ,18, ,29.93, , , , , ,30.08, ,AA, , , ,30.10, 
94728,20141001,2233,11,OVC014, , 6.00, ,HZ, ,61, ,16.1, ,58, ,14.5, ,56, ,13.3, , 84, , 7, ,VR , , , ,29.94, , , , , ,M, ,SP, , , ,30.11, 
94728,20141001,2251,11,OVC014, , 9.00, , , ,61, ,16.1, ,58, ,14.5, ,56, ,13.3, , 84, , 5, ,040, , , ,29.94, , , , , ,30.08, ,AA, , , ,30.11, 
94728,20141001,2351,11,OVC013, ,10.00, , , ,62, ,16.7, ,59, ,14.7, ,56, ,13.3, , 81, , 6, ,060, , , ,29.93, , , , , ,30.07, ,AA, , , ,30.10, 
94728,20141002,0051,11,OVC012, ,10.00, , , ,61, ,16.1, ,58, ,14.2, ,55, ,12.8, , 81, , 8, ,040, , , ,29.95, , , , , ,30.09, ,AA, , , ,30.12, 
94728,20141002,0151,11,OVC014, ,10.00, , , ,61, ,16.1, ,58, ,14.2, ,55, ,12.8, , 81, , 6, ,VR , , , ,29.95, , , , , ,30.09, ,AA, , , ,30.12, 
94728,20141002,0239,11,OVC015, ,10.00, , , ,61, ,16.1, ,57, ,13.9, ,54, ,12.2, , 78, , 8, ,030, , , ,29.94, , , , , ,M, ,SP, , , ,30.11, 
94728,20141002,0251,11,OVC015, ,10.00, , , ,61, ,16.1, ,57, ,13.9, ,54, ,12.2, , 78, , 7, ,060, , , ,29.94, , , , , ,30.08, ,AA, , , ,30.11, 
94728,20141002,0351,11,OVC016, ,10.00, , , ,61, ,16.1, ,57, ,13.6, ,53, ,11.7, , 75, , 6, ,VR , , , ,29.95, , , , , ,30.09, ,AA, , , ,30.12, 
94728,20141002,0451,11,OVC017, ,10.00, , , ,61, ,16.1, ,57, ,13.6, ,53, ,11.7, , 75, , 0, ,000, , , ,29.96, , , , , ,30.10, ,AA, , , ,30.13, 
94728,20141002,0551,11,OVC016, ,10.00, , , ,61, ,16.1, ,57, ,13.6, ,53, ,11.7, , 75, , 8, ,030, , , ,29.97, , , , , ,30.11, ,AA, , , ,30.14, 
94728,20141002,0651,11,OVC017, ,10.00, , , ,61, ,16.1, ,57, ,13.9, ,54, ,12.2, , 78, , 8, ,050, , , ,29.99, , , , , ,30.13, ,AA, , , ,30.16, 
94728,20141002,0751,11,OVC017, ,10.00, , , ,62, ,16.7, ,58, ,14.1, ,54, ,12.2, , 75, , 5, ,VR , , , ,29.99, , , , , ,30.14, ,AA, , , ,30.16, 
94728,20141002,0851,11,OVC017, ,10.00, , , ,62, ,16.7, ,58, ,14.1, ,54, ,12.2, , 75, , 6, ,VR , , , ,30.00, , , , , ,30.14, ,AA, , , ,30.17, 
94728,20141002,0951,11,OVC020, ,10.00, , , ,63, ,17.2, ,57, ,14.1, ,53, ,11.7, , 70, , 7, ,070, , , ,30.01, , , , , ,30.15, ,AA, , , ,30.18, 
94728,20141002,1051,11,OVC023, ,10.00, , , ,65, ,18.3, ,59, ,14.8, ,54, ,12.2, , 68, , 3, ,VR , , , ,30.00, , , , , ,30.14, ,AA, , , ,30.17, 
94728,20141002,1151,11,OVC024, ,10.00, , , ,66, ,18.9, ,59, ,14.8, ,53, ,11.7, , 63, , 6, ,VR , , , ,29.99, , , , , ,30.13, ,AA, , , ,30.16, 
94728,20141002,1251,11,OVC026, ,10.00, , , ,67, ,19.4, ,60, ,15.3, ,54, ,12.2, , 63, , 7, ,VR , , , ,29.96, , , , , ,30.11, ,AA, , , ,30.13, 
94728,20141002,1351,11,SCT029 BKN047, ,10.00, , , ,68, ,20.0, ,60, ,15.5, ,54, ,12.2, , 61, , 0, ,000, , , ,29.96, , , , , ,30.10, ,AA, , , ,30.13, 
94728,20141002,1451,11,OVC037, ,10.00, , , ,68, ,20.0, ,59, ,15.2, ,53, ,11.7, , 59, , 8, ,100, , , ,29.96, , , , , ,30.10, ,AA, , , ,30.13, 
94728,20141002,1551,11,OVC041, ,10.00, , , ,67, ,19.4, ,59, ,15.0, ,53, ,11.7, , 61, , 3, ,070, , , ,29.96, , , , , ,30.11, ,AA, , , ,30.13, 
94728,20141002,1651,11,OVC036, ,10.00, , , ,66, ,18.9, ,59, ,14.8, ,53, ,11.7, , 63, , 5, ,VR , , , ,29.97, , , , , ,30.11, ,AA, , , ,30.14, 
94728,20141002,1751,11,OVC038, ,10.00, , , ,65, ,18.3, ,59, ,15.1, ,55, ,12.8, , 70, , 0, ,000, , , ,29.98, , , , , ,30.12, ,AA, , , ,30.15, 
94728,20141002,1851,11,OVC044, ,10.00, , , ,65, ,18.3, ,59, ,14.8, ,54, ,12.2, , 68, , 6, ,080, , , ,29.99, , , , , ,30.13, ,AA, , , ,30.16, 
94728,20141002,1951,11,OVC032, ,10.00, , , ,64, ,17.8, ,58, ,14.6, ,54, ,12.2, , 70, , 3, ,080, , , ,29.99, , , , , ,30.14, ,AA, , , ,30.16, 
94728,20141002,2051,11,OVC031, ,10.00, , , ,64, ,17.8, ,59, ,14.9, ,55, ,12.8, , 73, , 0, ,000, , , ,29.99, , , , , ,30.13, ,AA, , , ,30.16, 
94728,20141002,2105,11,OVC029, ,10.00, , , ,64, ,17.8, ,58, ,14.6, ,54, ,12.2, , 70, , 3, ,070, , , ,29.99, , , , , ,M, ,SP, , , ,30.16, 
94728,20141002,2151,11,OVC025, ,10.00, , , ,64, ,17.8, ,58, ,14.6, ,54, ,12.2, , 70, , 5, ,060, , , ,30.00, , , , , ,30.14, ,AA, , , ,30.17, 
94728,20141002,2215,11,SCT025 SCT033, ,10.00, , , ,63, ,17.2, ,58, ,14.4, ,54, ,12.2, , 73, , 7, ,070, , , ,29.99, , , , , ,M, ,SP, , , ,30.16, 
94728,20141002,2251,11,OVC044, ,10.00, , , ,63, ,17.2, ,58, ,14.4, ,54, ,12.2, , 73, , 3, ,VR , , , ,29.99, , , , , ,30.13, ,AA, , , ,30.16, 
94728,20141002,2314,11,BKN025 OVC043, ,10.00, , , ,63, ,17.2, ,57, ,14.1, ,53, ,11.7, , 70, , 0, ,000, , , ,29.98, , , , , ,M, ,SP, , , ,30.15, 
94728,20141002,2333,11,SCT025 OVC043, ,10.00, , , ,63, ,17.2, ,57, ,13.8, ,52, ,11.1, , 68, , 7, ,060, , , ,29.98, , , , , ,M, ,SP, , , ,30.15, 
94728,20141002,2351,11,OVC042, ,10.00, , , ,63, ,17.2, ,57, ,14.1, ,53, ,11.7, , 70, , 5, ,070, , , ,29.97, , , , , ,30.11, ,AA, , , ,30.14, 
94728,20141003,0049,11,BKN016 BKN036, ,10.00, , , ,63, ,17.0, ,58, ,14.4, ,54, ,12.0, , 73, , 7, ,060, , , ,29.97, , , , , ,M, ,SP, , , ,30.14, 
94728,20141003,0051,11,BKN016 BKN036, ,10.00, , , ,62, ,16.7, ,58, ,14.1, ,54, ,12.2, , 75, , 5, ,VR , , , ,29.97, , , , , ,30.11, ,AA, , , ,30.14, 
94728,20141003,0151,11,BKN017 OVC037, ,10.00, , , ,62, ,16.7, ,57, ,13.8, ,53, ,11.7, , 73, , 6, ,VR , , , ,29.96, , , , , ,30.10, ,AA, , , ,30.13, 
94728,20141003,0251,11,SCT019 SCT026 OVC037, ,10.00, , , ,60, ,15.6, ,56, ,13.1, ,52, ,11.1, , 75, , 6, ,060, , , ,29.96, , , , , ,30.11, ,AA, , , ,30.13, 
94728,20141003,0351,11,CLR, ,10.00, , , ,58, ,14.4, ,54, ,12.3, ,51, ,10.6, , 78, , 6, ,070, , , ,29.96, , , , , ,30.10, ,AA, , , ,30.13, 
94728,20141003,0451,11,FEW017, ,10.00, , , ,57, ,13.9, ,53, ,11.5, ,49, ,9.4, , 75, , 7, ,070, , , ,29.96, , , , , ,30.11, ,AA, , , ,30.13, 
94728,20141003,0551,11,CLR, ,10.00, , , ,56, ,13.3, ,52, ,11.2, ,49, ,9.4, , 78, , 0, ,000, , , ,29.96, , , , , ,30.10, ,AA, , , ,30.13, 
94728,20141003,0651,11,CLR, ,10.00, , , ,57, ,13.9, ,53, ,11.5, ,49, ,9.4, , 75, , 0, ,000, , , ,29.96, , , , , ,30.10, ,AA, , , ,30.13, 
94728,20141003,0751,11,CLR, ,10.00, , , ,59, ,15.0, ,54, ,12.0, ,49, ,9.4, , 70, , 3, ,VR , , , ,29.96, , , , , ,30.10, ,AA, , , ,30.13, 
94728,20141003,0851,11,CLR, ,10.00, , , ,61, ,16.1, ,54, ,12.2, ,48, ,8.9, , 63, , 0, ,000, , , ,29.94, , , , , ,30.09, ,AA, , , ,30.11, 
94728,20141003,0951,11,CLR, ,10.00, , , ,63, ,17.2, ,55, ,12.7, ,48, ,8.9, , 58, , 6, ,070, , , ,29.93, , , , , ,30.07, ,AA, , , ,30.10, 
94728,20141003,1051,11,CLR, ,10.00, , , ,66, ,18.9, ,55, ,12.9, ,46, ,7.8, , 49, , 3, ,VR , , , ,29.91, , , , , ,30.05, ,AA, , , ,30.08, 
94728,20141003,1151,11,CLR, ,10.00, , , ,68, ,20.0, ,56, ,13.1, ,45, ,7.2, , 44, , 5, ,VR , , , ,29.88, , , , , ,30.02, ,AA, , , ,30.05, 
94728,20141003,1251,11,CLR, ,10.00, , , ,70, ,21.1, ,58, ,14.3, ,48, ,8.9, , 46, , 7, ,060, , , ,29.84, , , , , ,29.98, ,AA, , , ,30.01, 
94728,20141003,1351,11,CLR, ,10.00, , , ,71, ,21.7, ,60, ,15.3, ,51, ,10.6, , 49, , 0, ,000, , , ,29.82, , , , , ,29.96, ,AA, , , ,29.99, 
94728,20141003,1451,11,CLR, ,10.00, , , ,68, ,20.0, ,58, ,14.4, ,50, ,10.0, , 53, , 6, ,VR , , , ,29.81, , , , , ,29.96, ,AA, , , ,29.98, 
94728,20141003,1551,11,CLR, ,10.00, , , ,65, ,18.3, ,57, ,14.0, ,51, ,10.6, , 61, , 8, ,200, ,16, ,29.81, , , , , ,29.96, ,AA, , , ,29.98, 
94728,20141003,1651,11,CLR, ,10.00, , , ,63, ,17.2, ,56, ,13.5, ,51, ,10.6, , 65, , 7, ,VR , , , ,29.80, , , , , ,29.95, ,AA, , , ,29.97, 
94728,20141003,1749,11,BKN022, ,10.00, , , ,63, ,17.0, ,57, ,13.8, ,52, ,11.0, , 68, , 0, ,000, , , ,29.80, , , , , ,M, ,SP, , , ,29.97, 
94728,20141003,1751,11,BKN022, ,10.00, , , ,62, ,16.7, ,56, ,13.5, ,52, ,11.1, , 70, , 0, ,000, , , ,29.80, , , , , ,29.94, ,AA, , , ,29.97, 
94728,20141003,1847,11,SCT022, ,10.00, , , ,63, ,17.0, ,57, ,13.8, ,52, ,11.0, , 68, , 5, ,VR , , , ,29.78, , , , , ,M, ,SP, , , ,29.95, 
94728,20141003,1851,11,FEW022, ,10.00, , , ,62, ,16.7, ,55, ,13.0, ,50, ,10.0, , 65, ,M, ,M, , , ,29.78, , , , , ,29.92, ,AA, , , ,29.95, 
94728,20141003,1951,11,SCT023, ,10.00, , , ,62, ,16.7, ,56, ,13.3, ,51, ,10.6, , 67, ,M, ,M, , , ,29.77, , , , , ,29.91, ,AA, , , ,29.94, 
94728,20141003,2000,11,BKN023, ,10.00, , , ,62, ,16.7, ,56, ,13.3, ,51, ,10.6, , 67, , 6, ,VR , , , ,29.77, , , , , ,M, ,SP, , , ,29.94, 
94728,20141003,2034,11,SCT023, ,10.00, , , ,62, ,16.7, ,56, ,13.3, ,51, ,10.6, , 67, , 0, ,000, , , ,29.77, , , , , ,M, ,SP, , , ,29.94, 
94728,20141003,2043,11,BKN023, ,10.00, , , ,62, ,16.7, ,56, ,13.3, ,51, ,10.6, , 67, , 0, ,000, , , ,29.77, , , , , ,M, ,SP, , , ,29.94, 
94728,20141003,2051,11,BKN024, ,10.00, , , ,62, ,16.7, ,56, ,13.5, ,52, ,11.1, , 70, , 5, ,VR , , , ,29.77, , , , , ,29.91, ,AA, , , ,29.94, 
94728,20141003,2151,11,OVC024, ,10.00, , , ,63, ,17.2, ,57, ,13.8, ,52, ,11.1, , 68, , 5, ,VR , , , ,29.74, , , , , ,29.88, ,AA, , , ,29.91, 
94728,20141003,2251,11,OVC024, ,10.00, , , ,63, ,17.2, ,57, ,13.8, ,52, ,11.1, , 68, , 6, ,VR , , , ,29.72, , , , , ,29.86, ,AA, , , ,29.89, 
94728,20141003,2351,11,OVC024, ,10.00, , , ,64, ,17.8, ,57, ,14.0, ,52, ,11.1, , 65, ,M, ,M, , , ,29.68, , , , , ,29.82, ,AA, , , ,29.85, 
94728,20141004,0021,11,SCT024 BKN049 OVC065, ,10.00, , , ,64, ,17.8, ,58, ,14.3, ,53, ,11.7, , 68, , 3, ,VR , , , ,29.67, , , , , ,M, ,SP, , , ,29.84, 
94728,20141004,0031,11,BKN024 BKN049 OVC065, ,10.00, , , ,64, ,17.8, ,58, ,14.3, ,53, ,11.7, , 68, , 5, ,VR , ,17, ,29.67, , , , , ,M, ,SP, , , ,29.84, 
94728,20141004,0051,11,OVC023, ,10.00, , , ,64, ,17.8, ,58, ,14.3, ,53, ,11.7, , 68, ,M, ,M, , , ,29.66, , , , , ,29.80, ,AA, , , ,29.83, 
94728,20141004,0135,11,SCT024 OVC060, ,10.00, , , ,64, ,17.8, ,58, ,14.6, ,54, ,12.2, , 70, ,M, ,M, , , ,29.63, , , , , ,M, ,SP, , , ,29.80, 
94728,20141004,0151,11,FEW021 FEW026 OVC060, ,10.00, , , ,64, ,17.8, ,58, ,14.6, ,54, ,12.2, , 70, , 8, ,160, ,16, ,29.62, , , , , ,29.77, ,AA, , , ,29.79, 
94728,20141004,0228,11,BKN021 BKN026 OVC035, , 7.00, ,-RA, ,64, ,17.8, ,59, ,14.9, ,55, ,12.8, , 73, , 7, ,160, , , ,29.61, , , , , ,M, ,SP, , , ,29.78, 
94728,20141004,0251,11,BKN018 BKN024 OVC028, ,10.00, , , ,62, ,16.7, ,59, ,15.0, ,57, ,13.9, , 84, , 6, ,VR , , , ,29.60, , , , , ,29.75, ,AA, ,0.01, ,29.77, 
94728,20141004,0324,11,SCT019 BKN030 OVC060, ,10.00, , , ,63, ,17.2, ,60, ,15.2, ,57, ,13.9, , 81, , 5, ,VR , , , ,29.59, , , , , ,M, ,SP, , , ,29.76, 
94728,20141004,0341,11,BKN020 OVC060, ,10.00, , , ,63, ,17.2, ,60, ,15.2, ,57, ,13.9, , 81, , 5, ,VR , , , ,29.58, , , , , ,M, ,SP, , , ,29.75, 
94728,20141004,0351,11,BKN022 OVC030, ,10.00, , , ,64, ,17.8, ,60, ,15.5, ,57, ,13.9, , 78, ,M, ,M, , , ,29.58, , , , , ,29.72, ,AA, , , ,29.75, 
94728,20141004,0451,11,BKN015 OVC022, , 3.00, ,-RA BR, ,63, ,17.2, ,61, ,15.9, ,59, ,15.0, , 87, , 7, ,140, , , ,29.55, , , , , ,29.69, ,AA, ,0.03, ,29.72, 
94728,20141004,0512,11,OVC012, , 4.00, ,-RA BR, ,63, ,17.2, ,61, ,16.2, ,60, ,15.6, , 90, , 7, ,VR , , , ,29.54, , , , , ,M, ,SP, , , ,29.71, 
94728,20141004,0549,11,OVC009, , 5.00, ,BR, ,63, ,17.0, ,62, ,16.5, ,61, ,16.0, , 93, ,10, ,140, ,17, ,29.53, , , , , ,M, ,SP, , , ,29.70, 
94728,20141004,0551,11,OVC009, , 5.00, ,BR, ,63, ,17.2, ,61, ,16.2, ,60, ,15.6, , 90, , 9, ,140, ,17, ,29.53, , , , , ,29.68, ,AA, ,0.06, ,29.70, 
94728,20141004,0613,11,OVC008, , 2.00, ,-RA BR, ,63, ,17.2, ,62, ,16.5, ,61, ,16.1, , 93, , 8, ,130, , , ,29.53, , , , , ,M, ,SP, , , ,29.70, 
94728,20141004,0623,11,OVC007, , 4.00, ,-RA BR, ,63, ,17.2, ,62, ,16.5, ,61, ,16.1, , 93, , 5, ,VR , , , ,29.52, , , , , ,M, ,SP, , , ,29.69, 
94728,20141004,0651,11,OVC007, , 5.00, ,BR, ,63, ,17.2, ,62, ,16.5, ,61, ,16.1, , 93, , 6, ,VR , , , ,29.52, , , , , ,29.66, ,AA, ,0.04, ,29.69, 
94728,20141004,0751,11,OVC007, , 4.00, ,BR, ,64, ,17.8, ,62, ,16.7, ,61, ,16.1, , 90, ,M, ,M, , , ,29.50, , , , , ,29.64, ,AA, ,0.01, ,29.67, 
94728,20141004,0810,11,OVC007, , 1.75, ,-RA BR, ,64, ,17.8, ,63, ,17.1, ,62, ,16.7, , 93, , 0, ,000, , , ,29.49, , , , , ,M, ,SP, , , ,29.66, 
94728,20141004,0851,11,OVC007, , 1.00, ,+RA BR, ,65, ,18.3, ,63, ,17.3, ,62, ,16.7, , 90, , 6, ,VR , , , ,29.47, , , , , ,29.61, ,AA, ,0.13, ,29.64, 
94728,20141004,0858,11,OVC007, , 0.75, ,+RA BR, ,65, ,18.3, ,63, ,17.3, ,62, ,16.7, , 90, , 3, ,VR , , , ,29.46, , , , , ,M, ,SP, , , ,29.63, 
94728,20141004,0908,11,BKN005 OVC010, , 1.50, ,-RA BR, ,65, ,18.3, ,63, ,17.3, ,62, ,16.7, , 90, , 5, ,VR , , , ,29.46, , , , , ,M, ,SP, , , ,29.63, 
94728,20141004,0920,11,OVC006, , 0.75, ,+RA BR, ,65, ,18.3, ,64, ,17.6, ,63, ,17.2, , 93, , 0, ,000, , , ,29.45, , , , , ,M, ,SP, , , ,29.62, 
94728,20141004,0951,11,VV006, , 0.50, ,+RA FG, ,65, ,18.3, ,64, ,17.6, ,63, ,17.2, , 93, , 3, ,090, , , ,29.43, , , , , ,29.57, ,AA, ,0.50, ,29.60, 
94728,20141004,1029,11,OVC006, , 1.00, ,RA BR, ,66, ,18.9, ,65, ,18.2, ,64, ,17.8, , 93, , 0, ,000, , , ,29.42, , , , , ,M, ,SP, , , ,29.59, 
94728,20141004,1051,11,OVC006, , 1.75, ,-RA BR, ,66, ,18.9, ,65, ,18.2, ,64, ,17.8, , 93, , 7, ,170, , , ,29.41, , , , , ,29.55, ,AA, ,0.25, ,29.58, 
